rank,tmdb_id,title,original_title,original_language,release_date,release_year,popularity,vote_average,vote_count,adult,video,genre_ids,genres,runtime,status,tagline,budget,revenue,homepage,imdb_id,production_companies,production_countries,spoken_languages,cast,directors,keywords,overview,poster_url,backdrop_url,kobis_movie_cd,kobis_movie_nm,kobis_open_dt,kobis_match_status,kobis_boxoffice_date,kobis_rank,kobis_audi_acc,kobis_sales_acc,kobis_daily_audi_cnt,kobis_daily_sales_amt,kobis_scrn_cnt,kobis_show_cnt,page,fetched_at
19,17903,쌍화점,쌍화점,ko,2008-12-30,2008,11.3556,6.854,157,False,False,18,드라마,132,Released,금기의 사랑이 역사를 뒤흔든다!,10000000,18980744,,tt1155053,Opus Pictures|Showbox|United Pictures|Sponge,KR,Korean,조인성(Hong-rim)|주진모(King)|송지효(Queen)|Shim Ji-ho(Seung-gi)|서영주(Young Han-baek)|현우(King's Man)|조진웅(Tae Ahn-gong)|임주환(Han-baek)|여욱환(Im-bo)|송중기(No-tak),유하,adultery|romance|sword fight|tragedy|betrayal|lgbt|goryeo dynasty|gay theme|boys' love (bl)|psychological romance,"격정의 고려말, 왕과 왕의 호위무사 '홍림'. 원의 억압을 받던 고려 말, 친위부대 건룡위의 수장 '홍림'은 대내외적 위기에 놓인 왕을 보필하며 경계를 늦추지 않는다. 그러나 후사문제를 빌미로 원의 무리한 요구는 계속되고, 정체불명의 자객들이 왕의 목숨을 위협하자, 왕은 중대한 결정을 내리게 된다.  거부할 수 없는 선택, 엇갈린 운명. 왕의 명령이라면 목숨처럼 따르는 홍림, 왕은 고려의 왕위를 이을 원자를 얻기 위해 홍림에게 왕후와의 대리합궁을 명한다. 충격과 욕망이 엇갈린 그날 밤, 세 사람의 운명은 소용돌이 치기 시작하는데...",https://image.tmdb.org/t/p/original/vu9PrY7MEmDInys0w92cYCDI8XJ.jpg,https://image.tmdb.org/t/p/original/9bvn5SWwAK6qB79UevNi0jqhfke.jpg,,,,pending,,,,,,,,,2,2026-05-28T10:29:05.701917+00:00
20,508642,곤지암,곤지암,ko,2018-03-28,2018,12.4295,7.28,922,False,False,27|9648,공포|미스터리,94,Released,가지 말라는 곳에는 반드시 이유가 있다,0,21041950,,tt8119752,Hive Media Corp,KR,Korean,위하준(Ha-jun)|박지현(Ji-hyun)|오아연(Ah-yeon)|문예원(Charlotte)|박성훈(Sung-hoon)|이승욱(Seung-wook)|Yoo Je-yoon(Je-yoon)|박지아(Hospital Director)|주예빈(Ghost),정범식,asylum|camera|insane asylum|crew|paranormal|psychiatric hospital|paranormal investigation|ghost|found footage|horror filmmaking|paranormal activity|haunted attractions|haunted hospital|terror|livestream|pseudo-documentary|frightened|found footage adjacent,"1979년 환자 42명의 집단 자살과 병원장의 실종 이후, 섬뜩한 괴담으로 둘러싸인 곤지암 정신병원으로 공포체험을 떠난 7명의 멤버들. 원장실, 집단 치료실, 실험실, 열리지 않는 402호. 괴담의 실체를 담아내기 위해 병원 내부를 촬영하기 시작하던 멤버들에게 상상도 못한 기이하고 공포스러운 일들이 실제로 벌어지기 시작 하는데…",https://image.tmdb.org/t/p/original/llj8dIkLSHOG1X7aFXims2IaCU5.jpg,https://image.tmdb.org/t/p/original/x1j5VVU4ypEx1hM0PDYGwCJvwtS.jpg,,,,pending,,,,,,,,,2,2026-05-28T10:29:05.701917+00:00
21,851644,20세기 소녀,20세기 소녀,ko,2022-10-06,2022,11.9875,8.154,814,False,False,10749|18,로맨스|드라마,119,Released,"17살, 내 시선 끝에 서 있던 나의 첫사랑",119,0,https://www.netflix.com/kr/TITle/81472752,tt15340724,Yong Film|CJ ENM Studios,KR,Korean,김유정(Na Bo-ra)|변우석(Poong Woon-ho)|박정우(Baek Hyun-jin)|노윤서(Kim Yeon-du)|김성경(Bo-ra's Mother)|정석용(Bo-ra's Father)|윤이레(Madam)|전혜원(Darn It)|김누림(Dong-wook)|한효주(Adult Na Bo-ra),Bang Woo-ri,friendship|love triangle|melancholy|coming of age|unrequited love|teenage girl|tearjerker|first love|city life|1990s|depressed|intense|romantic,"보라의 둘도 없는 친구 연두는 심장 수술을 위해 미국에 가면서 자신이 좋아하는 남자 백현진에 대한 모든 정보를 수집해 달라고 보라에게 부탁한다. 보라는 백현진의 가장 친한 친구 풍운호와 먼저 친해지기로 한다. 하지만 보라의 서투른 계획은 예상치 못한 방향으로 전개된다. 새로운 세기가 오기 1년 전인 1999년, 17세가 된 보라는 첫사랑의 열병에 빠진다.",https://image.tmdb.org/t/p/original/rSNtRQpCsDckczokmynAcVAt4Fm.jpg,https://image.tmdb.org/t/p/original/37y53Jt8K6MvN6s4zJVFa61luO2.jpg,,,,pending,,,,,,,,,2,2026-05-28T10:29:05.701917+00:00
22,287649,마담 뺑덕,마담 뺑덕,ko,2014-10-02,2014,10.7855,6.1,69,False,False,53|18|10749,스릴러|드라마|로맨스,111,Released,"욕망에 눈멀다, 집착에 눈뜨다",0,0,,tt3958014,CJ Entertainment,KR,Korean,정우성(Professor Hak-kyu)|이솜(Deok-ee / Se-jung)|Park So-young(Chung-ee)|김희원(Mr. Choi)|박서연(Young Chung-ee)|박소담(Chung-ee's Friend)|윤세아(Chung-ee's Mother)|Han Joo-young(Ji-eun)|손석구(Deong-chi)|이서이(Student),임필성,loss of eyesight|eroticism|revenge|blind|extramarital affair|blindness,"불미스러운 오해에 휘말려, 지방 소도시 문화센터의 문학 강사로 내려온 교수 학규는 퇴락한 놀이공원의 매표소 직원으로, 고여있는 일상에 신물 난 처녀 덕이와 걷잡을 수 없는 사랑에 빠진다. 그러나 학규는 복직이 되자마자 서울로 돌아가고 덕이는 버림 받는다. 8년 후, 학규는 작가로 명성을 얻지만 딸 청이는 엄마의 자살이 아버지 탓이라 여기며 반항하고, 학규는 눈이 멀어져 가는 병까지 걸린다. 모든 것을 잃을 위기에 처한 학규의 앞 집으로 이사 온 여자 세정. 눈이 거의 보이지 않는 학규가 세정이 8년 전 덕이라는 걸 모른 채 그녀에게 의지하는 사이, 청이 또한 그녀에게 집착하게 된다. 덕이 없이 아무것도 못하게 된 학규, 그리고 두 사람 사이를 눈치채고 위험한 질투를 시작하는 청이. 세 사람의 위태로운 관계의 한 가운데, 마침내 주도권을 쥔 덕이는 학규의 모든 것을 망가뜨리려고 하는데…",https://image.tmdb.org/t/p/original/trvtnsNZjHwvB97RLQ3Nc5oncti.jpg,https://image.tmdb.org/t/p/original/4GgiMYynlzp5RmaYNzPHkhW12j7.jpg,,,,pending,,,,,,,,,2,2026-05-28T10:29:05.701917+00:00
23,50727,방자전,방자전,ko,2010-06-02,2010,12.0813,5.671,41,False,False,10749|18|35,로맨스|드라마|코미디,124,Released,,0,0,,tt1905059,Barunson E&A|Sio Film|The Tower Pictures|CJ Entertainment,KR,Korean,김주혁(Bang-ja)|조여정(Chun-hyang)|류승범(Lee Mong-ryong)|류현경(Hyang Dan-yi)|송새벽(Byeon Hak-do)|오달수(Old Man Ma)|공형진(Sunglasses (uncredited))|이민웅(Apprentice (uncredited))|심산(Jang Sa-chi)|조한철(Lodge Manager (uncredited)),김대우,based on novel or book|eroticism|joseon dynasty (1392–1910),"몽룡을 따라간 청풍각에서 기생의 딸 춘향에게 한 눈에 반해 버린 몸종 방자. 도련님 또한 그녀를 눈여겨본다는 사실에 마음을 접으려 하지만, 자신을 하대하는 몽룡의 태도에 적개심으로 춘향에 대한 자신의 마음을 드러내 버린다. 춘향 역시 방자의 남자다움과 자상함에 흔들리고, 마침내 방자는 춘향을 품게 된다.  하지만, 신분 상승의 꿈을 접을 수 없는 춘향은 몽룡이 과거 시험을 위해 한양으로 떠나기 전 정인 서약을 맺고, 방자는 이를 알면서도 춘향에 대한 마음을 접지 못한다. 그러던 어느날, 장원 급제한 몽룡이 돌아와 춘향에게 더 큰 출세를 위해 모종의 거래를 제안하게 되는데…",https://image.tmdb.org/t/p/original/QsXaA6s0TTM8TP28Jx4QXgaY1I.jpg,https://image.tmdb.org/t/p/original/nRqd4resSv2yGFnY5NqIAViyBzo.jpg,,,,pending,,,,,,,,,2,2026-05-28T10:29:05.701917+00:00
24,285213,해적: 바다로 간 산적,해적: 바다로 간 산적,ko,2014-08-06,2014,25.1722,7.027,240,False,False,28|12|35|14,액션|모험|코미디|판타지,129,Released,조선을 뒤흔든 최강 도적들의 대격전,13000000,64400000,,tt3485166,Lotte Entertainment|Harimao Pictures|Cinedigm,KR,Korean,손예진(Yeo-wol)|김남길(Jang Sa-jung)|오달수(Han Sang-jil)|박철민(Monk)|유해진(Cheol-bong)|이경영(So-ma)|설리(Heuk-myo)|김태우(Mo Hong-Gab)|이이경(Cham-bok)|신정근(Yong-gap),이석훈,whale|thief|period drama|bandit|lost island|maritime|joseon dynasty (1392–1910)|korean live action|pirate captain|bandits,"전대미문 국새 강탈 사건으로 조정은 혼란에 빠지고, 이를 찾기 위해 조선의 난다긴다 하는 무리들이 바다로 모여든다. 바다를 호령하다 졸지에 국새 도둑으로 몰린 위기의 해적, 고래는커녕 바다도 처음이지만 의기양양 고래사냥에 나선 산적, 건국을 코앞에 두고 발등에 불이 떨어진 개국세력까지! 국새를 차지하는 자, 천하를 얻을 것이다!",https://image.tmdb.org/t/p/original/yMydhXOFTKPxxFBJiBMKv2JM7sl.jpg,https://image.tmdb.org/t/p/original/8UfYtyCeWGbhfyyq0u0xYwEYaZb.jpg,,,,pending,,,,,,,,,2,2026-05-28T10:29:05.701917+00:00
25,11423,살인의 추억,살인의 추억,ko,2003-04-25,2003,10.5631,8.058,4579,False,False,80|18|53,범죄|드라마|스릴러,127,Released,미치도록 잡고 싶었다,2800000,26000000,,tt0353969,CJ Entertainment|Muhan Investment|Sidus,KR,Korean|English,송강호(Detective Park Doo-man)|김상경(Detective Seo Tae-yoon)|김뢰하(Detective Cho Yong-koo)|송재호(Sergeant Shin Dong-chul)|변희봉(Sergeant Koo Hee-bong)|고서희(Officer Kwon Kwi-ok)|류태호(Jo Byung-soon)|박노식(Baek Kwang-ho)|박해일(Park Hyeon-gyu)|전미선(Kwok Seol-yung),봉준호,assassin|police brutality|rape|corruption|police|detective|investigation|victim|based on true story|based on play or musical|murder|serial killer|torture|brutality|killer|neo-noir|frantic|1980s|anxious|south korea|dramatic,"1986년 경기도. 젊은 여인이 무참히 강간, 살해당한 시체로 발견된다. 2개월 후 비슷한 수법의 강간살인사건이 연이어 발생하면서 사건은 세간의 주목을 받기 시작하고, 일대는 연쇄살인이라는 생소한 범죄의 공포에 휩싸인다. 사건 발생 지역에 특별수사본부가 설치되고, 수사본부는 구희봉 반장을 필두로 지역토박이 형사 박두만과 조용구, 그리고 서울 시경에서 자원해 온 서태윤이 배치된다. 육감과 폭력으로 수사를 진행하는 박형사와 증거와 과학수사를 추구하는 서형사는 수사 내내 마찰을 일으키는데...",https://image.tmdb.org/t/p/original/3I1Ng4sxDUyPOdVu3lQ20N14PGE.jpg,https://image.tmdb.org/t/p/original/6Kn6qW3an3DkPl3MahWemTzrjCt.jpg,,,,pending,,,,,,,,,2,2026-05-28T10:29:05.701917+00:00
26,601796,외계+인 1부,외계+인 1부,ko,2022-07-20,2022,10.0888,6.8,522,False,False,878|28|14|12,SF|액션|판타지|모험,142,Released,시간의 문이 열리고 모든 것이 바뀌기 시작했다!,24500000,12109608,,tt20168564,Caper Film|CJ Entertainment,KR,Korean,류준열(Muruk)|김우빈(Guard / Thunder)|김태리(Ean)|소지섭(Moon Do-seok)|염정아(Madam Black)|조우진(Mr. Blue)|김의성(Jajang / Doctor)|이하늬(Min Gaelin)|신정근(Right Paw)|이시훈(Left Paw),최동훈,prisoner|time warp|time travel|alien|historical fiction|goryeo dynasty|taoist wizard,"2022년 현재, 가드와 썬더는 인간의 몸에 가두어진 외계인 죄수를 관리하며 지구에 살고 있다. 어느 날, 서울 상공에 우주선이 나타나고 형사 문도석은 기이한 광경을 목격하게 되는데.. 한편, 630년 전 고려시대 얼치기 도사 무륵과 천둥 쏘는 처자 이안이 엄청난 현상금이 걸린 신검을 차지하기 위해 서로를 속고 속이는 가운데 신검의 비밀을 찾는 두 신선 흑설과 청운, 가면 속의 자장도 신검 쟁탈전에 나선다. 그리고 우주선이 깊은 계곡에서 빛을 내며 떠오르는데…",https://image.tmdb.org/t/p/original/ynyN9hdxL5vq7GnSX8Fdz3TfoTE.jpg,https://image.tmdb.org/t/p/original/7ZP8HtgOIDaBs12krXgUIygqEsy.jpg,,,,pending,,,,,,,,,2,2026-05-28T10:29:05.701917+00:00
27,42384,가루지기,가루지기,ko,2008-04-30,2008,8.3399,5.8,47,False,False,35|14|18,코미디|판타지|드라마,120,Released,무엇에 쓰는 물건인고?,0,0,,tt1433775,Michigan Venture Capital|Prime Entertainment|Showbox,KR,Korean,봉태규(Byeon Gang-soe)|김예원(Dal-gaeng)|오달수(Gang-mok)|윤여정(Old Woman)|전수경(Hostel Owner)|권병길(Go-gwan)|Lee Jung-sub(District Magistrate)|서영(Bom-i)|고서희(Seul-bi)|송재호(No-seung),신한솔,legend|joseon dynasty (1392–1910),"음양의 불일치로 기센 아낙네들이 주도권을 잡은 마을, 떡장수를 하는 청년 강쇠는 밤일 제대로 하는 남정네 하나 없는 마을에서도 단연 부실 랭킹 1위! 온 마을 아낙네들의 놀림거리로 살아간다. 그러던 강쇠의 굴욕인생에 어느 날 일생일대의 사건이 일어났으니!  우연히 만난 음양통달 도사님에게 비책을 전해 듣고 500% 가득 찬 양기로 돌아온 변강쇠!!! 졸지에 마을 최고 완소남으로 변신한 강쇠는 천지를 뒤흔드는 막강파워로 아낙네들은 물론 온 동네 동물들마저 놀라게 만드는 상상초월 활약을 펼친다. 이제 그 앞에 펼쳐진 것은 온갖 산해진미를 싸들고 줄을 선 아낙네들의 들이대기 러시와 조선 방방곡곡에서 쏟아지는 스포트라이트!  조선 최고의 거물로 인생역전에 성공한 강쇠, 그러나 마냥 행복할 것만 같던 그의 앞날에 감당할 수 없는 큰 시련이 다가오는데…",https://image.tmdb.org/t/p/original/35sluk2cRZsDHzn0jSIK3SfSrlg.jpg,https://image.tmdb.org/t/p/original/wGk3QhflKUXft8eN1sAHBnkzm3t.jpg,,,,pending,,,,,,,,,2,2026-05-28T10:29:05.701917+00:00
28,530254,마녀,마녀,ko,2018-06-27,2018,11.3536,7.919,740,False,False,28|878,액션|SF,125,Released,그들이 나타난 후 모든 것이 바뀌었다,5500000,24340302,,tt8574252,Peppermint & Company|Warner Bros. Korea|Goldmoon Film|Finecut|Huayi Tencent Entertainment|Union Investment Partners,HK|KR,Japanese|English|Korean,김다미(Ja-yoon)|조민수(Dr. Baek)|박희순(Choi)|최우식(Nobleman)|고민시(Myung-hee)|최정우(Mr. Koo)|오미희(Mrs. Koo)|김병옥(Chief Do)|정다은(Long Hair)|이주원(President Seong),박훈정,amnesia|supernatural|psychological thriller|hidden identity|supernatural power|extreme violence|science experiment|human experimentation,"10년 전 의문의 사고가 일어난 시설에서 홀로 탈출한 후 모든 기억을 잃은 자윤. 나이도, 이름도 모르는 자신을 거두고 키워준 노부부의 보살핌으로  씩씩하고 밝은 여고생으로 자라났다. 어려운 집안사정을 돕기 위해 상금이 걸린 오디션 프로그램에 출연한 자윤, 방송이 나간 직후부터 의문의 인물들이 그녀 앞에 나타난다. 자윤의 주변을 맴돌며 날카롭게 지켜보는 남자 귀공자, 그리고 과거 사고가 일어난 시점부터 사라진 아이를 찾던 닥터 백과 미스터 최까지 자신은 전혀 기억하지 못하는 그들의 등장으로, 자윤은 혼란에 휩싸이게 되는데...",https://image.tmdb.org/t/p/original/abWjmAyjSWqNo6C5ty3UZTZIYDz.jpg,https://image.tmdb.org/t/p/original/f8ng3EDMLkuTMupe4TjgiJS1r0S.jpg,,,,pending,,,,,,,,,2,2026-05-28T10:29:05.701917+00:00
29,982843,대홍수,대홍수,ko,2025-09-18,2025,9.3076,5.977,702,False,False,878|12|18,SF|모험|드라마,107,Released,세상이 끝나는 날 인류를 위한 단 하나의 선택,0,0,https://www.netflix.com/kr/title/81579978,tt29927663,Hwansang Studio Seoul,KR,Korean,김다미(Koo An-na)|박해수(Son Hee-jo)|권은성(Shin Ja-in)|전혜진(Lim Hyeon-mo)|박병은(Lee Hwi-so)|이학주(Shin Ga-won)|전유나(Lee Ji-su)|박미현(Mother-in-Law)|이동찬(Apt. 2002 Resident)|권민경(Apt. 2002 Resident),김병우,climate change|natural disaster|global warming|transhumanism|flood|meditative|detached|vexed|thoughtful|philosophical|reflective|complex|loving|introspective|wistful|provocative|dramatic|admiring|adoring|compassionate|defiant|dignified|empathetic|hopeful|powerful|sincere|sympathetic|urgent,대홍수가 덮친 지구 종말의 날. 물에 잠겨가는 아파트에 갇힌 연구원과 어린 아들이 탈출을 시도한다. 그 순간 도착한 중대 임무. 그녀는 인류의 운명이 걸린 과제를 끝까지 완수할 수 있을까.,https://image.tmdb.org/t/p/original/8SQWFPE6UhNGIMDimAOOg4T5Hem.jpg,https://image.tmdb.org/t/p/original/218MafWtM9XpPRuNdh0uhrNezi5.jpg,,,,pending,,,,,,,,,2,2026-05-28T10:29:05.701917+00:00
30,479787,버려진 청춘,버려진 청춘,ko,1982-09-24,1982,8.1624,0.0,0,False,False,10749,로맨스,100,Released,,0,0,,,,,Korean,남궁원|Lee Ki-seon,정소영,,약착같이 돈을 벌어 잘살아 보려고 가출한 명자는 공장의 남자에게 몸을 뺏기고 버림받은 뒤로부터 자포자기하며 범죄의 소굴로 빠진다. 소매치기가 된 명자는 우식에게 접근하여 결합한 며칠 뒤 재벌그룹의 양회장댁 파티장에 나타난다. 양회장을 만난 명자는 아들에게 폭행 강간을 당했다는 협박으로 거액의 돈을 받아낸다. 그후 명자는 또 남자를 유혹하러 호텔에 나타났다는 우식을 만나 도망치다 일본에 사업체를 둔 한사장의 자가용의 보호를 받는다. 한사장을 만난 명자는 평소의 꿈을 이루려고 하고 한사장 역시 명자의 열정에 남성을 찾는 기쁨을 누린다. 그래서 둘이 결혼하려는 순간 명자가 뇌종양으로 쓰러져 한달의 시한부 생명이 된다. 거리를 방황하던 명자는 뒤늦게 알고 가슴 아파하는 한사장의 눈물겨운 노력과 살고 싶다는 절규의 보람도 없이 세상을 떠난다.,https://image.tmdb.org/t/p/original/2ty3Bx6ENkZlorh6NP6jzNcEUtL.jpg,,,,,pending,,,,,,,,,2,2026-05-28T10:29:05.701917+00:00
31,110415,설국열차,설국열차,ko,2013-08-01,2013,9.0977,6.908,10408,False,False,28|878|18,액션|SF|드라마,127,Released,"새로운 빙하기. 그리고 설국 17년, 인류 마지막 생존지역",39200000,86758912,,tt1706620,Opus Pictures|Moho Film|CJ Entertainment|Union Investment Partners,KR,English|French|Japanese|Korean,크리스 에반스(Curtis)|송강호(Namgoong Minsu)|에드 해리스(Wilford)|존 허트(Gilliam)|틸다 스윈튼(Mason)|제이미 벨(Edgar)|옥타비아 스펜서(Tanya)|이완 브렘너(Andrew)|고아성(Yona)|앨리슨 필(Teacher),봉준호,new year's eve|rebellion|cold|parent child relationship|winter|brothel|child labour|pregnancy|dystopia|allegory|post-apocalyptic future|bridge|train hijacking|rifle|based on comic|dam|train|based on graphic novel|guilt|revolt|duplicity|tunnel|social class|cold weather|population control|perpetual winter|2030s|conspiracy thriller|dramatic|suspenseful|appreciative|dystopian,"기상 이변으로 모든 것이 꽁꽁 얼어붙은 지구, 살아남은 사람들을 태운 기차 한 대가 끝없이 궤도를 달리고 있다. 춥고 배고픈 사람들이 바글대는 빈민굴 같은 꼬리칸, 그리고 선택된 사람들이 술과 마약까지 즐기며 호화로운 객실을 뒹굴고 있는 앞쪽칸. 열차 안의 세상은 결코 평등하지 않다. 기차가 달리기 시작한 17년째, 꼬리칸의 젊은 지도자 커티스는 긴 세월 준비해 온 폭동을 일으킨다. 기차의 심장인 엔진을 장악하고 기차 전체를 해방시키기 위해 절대권력자 윌포드가 도사리고 있는 엔진 칸을 향해 질주하는 커티스와 꼬리칸 사람들. 그들 앞에 예기치 못한 상황들이 기다리고 있는데...",https://image.tmdb.org/t/p/original/jw66dQvYyXkZNA0bJ7nKvua9jDr.jpg,https://image.tmdb.org/t/p/original/tBIRtMCELcA5PxO7z7OiuCHJdFO.jpg,,,,pending,,,,,,,,,2,2026-05-28T10:29:05.701917+00:00
